Q2,t,phi,squared_amplitude_M2,trace,normalized_by_squared_amplitude,entanglement_h_in,entanglement_s_in,C12,C13,C23,C1_23,C2_13,C3_12,F3,M1,M2,M3
1.0000000000000000e+00,-4.0000000000000002e-01,0.0000000000000000e+00,8.3396031725380126e+01,9.9999999999999978e-01,True,1,1,2.0296360333204731e-16,7.2900516911283415e-17,3.2716395734944037e-01,0.0000000000000000e+00,3.2716395829724121e-01,3.2716395829724154e-01,0.0000000000000000e+00,-4.6508709643460963e-32,6.2017255220148115e-10,6.2017276036829827e-10
1.5000000000000000e+00,-4.0000000000000002e-01,0.0000000000000000e+00,8.8847579660929540e+01,1.0000000000000000e+00,True,1,1,1.6932393546520946e-16,9.4172895862591266e-17,8.7693197979103799e-02,0.0000000000000000e+00,8.7693198095520675e-02,8.7693198095518135e-02,0.0000000000000000e+00,-3.7539129436572875e-32,2.0417936438810180e-11,2.0417490614876854e-11
2.0000000000000000e+00,-4.0000000000000002e-01,0.0000000000000000e+00,1.0505825648680448e+02,1.0000000000000000e+00,True,1,1,1.4265560074095354e-16,3.3956419605538016e-17,4.3464954013811511e-03,1.4901161193847656e-08,4.3464956078579156e-03,4.3464956079090015e-03,7.4787450111645662e-11,2.2204460492503128e-16,1.7949006572758140e-12,1.7953447464856640e-12
2.5000000000000000e+00,-4.0000000000000002e-01,0.0000000000000000e+00,1.2560172817056949e+02,1.0000000000000000e+00,True,1,1,1.3240625510004852e-16,1.1143585392608524e-16,2.9876137593632307e-02,0.0000000000000000e+00,2.9876137826461868e-02,2.9876137826461868e-02,0.0000000000000000e+00,-2.9949365929854933e-32,1.3912096084520154e-11,1.3912096084520154e-11
3.0000000000000000e+00,-4.0000000000000002e-01,0.0000000000000000e+00,1.4998612999769577e+02,9.9999999999999989e-01,True,1,1,6.8989000942833952e-17,1.5873927252666121e-16,2.8375196875396972e-02,0.0000000000000000e+00,2.8375197865832702e-02,2.8375197865844439e-02,0.0000000000000000e+00,-2.9957638893383963e-32,5.6207618637574286e-11,5.6208284662968844e-11
3.5000000000000000e+00,-4.0000000000000002e-01,0.0000000000000000e+00,1.7944293033106095e+02,1.0000000000000000e+00,True,1,1,4.9947544275345471e-17,1.5573750211279312e-16,1.5818125890883009e-02,0.0000000000000000e+00,1.5818126123927349e-02,1.5818126123927349e-02,0.0000000000000000e+00,-2.6748926743469837e-32,7.3726494744311144e-12,7.3726494744311144e-12
4.0000000000000000e+00,-4.0000000000000002e-01,0.0000000000000000e+00,2.1642790962917564e+02,1.0000000000000000e+00,True,1,1,1.5889637906496590e-17,2.0684444058081961e-16,8.7561258612148967e-04,1.4901161193847656e-08,8.7561270488497342e-04,8.7561270513856115e-04,1.5066123928215940e-11,2.2204460492503126e-16,2.0798161643379413e-13,2.0842570564364419e-13
4.5000000000000000e+00,-4.0000000000000002e-01,0.0000000000000000e+00,2.6511115768605015e+02,1.0000000000000000e+00,True,1,1,4.2567923412076910e-17,1.9469770451043993e-16,1.8377109106812610e-02,0.0000000000000000e+00,1.8377109217769430e-02,1.8377109217757346e-02,0.0000000000000000e+00,-3.9719224245251027e-32,4.0781311704332635e-12,4.0776870270133048e-12
5.0000000000000000e+00,-4.0000000000000002e-01,0.0000000000000000e+00,3.3287409408925043e+02,1.0000000000000002e+00,True,1,1,1.1003462281771038e-16,3.7802825679890605e-16,3.4858847605136065e-02,0.0000000000000000e+00,3.4858848401524138e-02,3.4858848401517768e-02,0.0000000000000000e+00,-1.5501298115705544e-31,5.5522341498720484e-11,5.5521897409510634e-11
5.5000000000000000e+00,-4.0000000000000002e-01,0.0000000000000000e+00,4.3416619700249043e+02,1.0000000000000000e+00,True,1,1,4.9618001886792499e-17,1.6803685780927394e-16,4.9095004443998620e-02,2.1073424255447017e-08,4.9095004443998988e-02,4.9095004444003512e-02,1.1946530124387983e-09,4.4408920985006271e-16,3.5995512126518747e-17,4.8051840284557557e-16
6.0000000000000000e+00,-4.0000000000000002e-01,0.0000000000000000e+00,6.0204665318853563e+02,1.0000000000000000e+00,True,1,1,9.4248342120322139e-17,2.0821197694798987e-16,5.9946052750167733e-02,0.0000000000000000e+00,5.9946052954335041e-02,5.9946052954327630e-02,0.0000000000000000e+00,-5.2234977337019556e-32,2.4478048494397386e-11,2.4477160315977686e-11
1.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.4983808434579896e+02,1.0000000000000000e+00,True,1,1,1.0421481420365987e-16,9.2421879268995165e-17,4.8841072751381220e-01,0.0000000000000000e+00,4.8841072865444457e-01,4.8841072865444413e-01,0.0000000000000000e+00,-1.9402531267116065e-32,1.1141941813619383e-09,1.1141937372727284e-09
1.5000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.4819443606611767e+02,1.0000000000000000e+00,True,1,1,1.3423814421409824e-16,1.7720481991316256e-16,4.1561312143727780e-01,0.0000000000000000e+00,4.1561312384609284e-01,4.1561312384609284e-01,0.0000000000000000e+00,-4.9421427562501415e-32,2.0022702940103443e-09,2.0022702940103443e-09
2.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.6075140536938196e+02,1.0000000000000000e+00,True,1,1,1.1654440066097638e-16,1.2786377207110945e-16,3.4959206443897062e-01,0.0000000000000000e+00,3.4959206696210959e-01,3.4959206696210959e-01,0.0000000000000000e+00,-2.9931741533678824e-32,1.7641387239919482e-09,1.7641387239919482e-09
2.5000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,1.7922742096587672e+02,1.0000000000000000e+00,True,1,1,5.0332412865340504e-17,6.0166584629870517e-17,2.9465786117173620e-01,0.0000000000000000e+00,2.9465786117173609e-01,2.9465786117173609e-01,0.0000000000000000e+00,-6.1533696908704646e-33,-5.5511151231257827e-17,-5.5511151231257827e-17
3.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,2.0259280177942958e+02,9.9999999999999989e-01,True,1,1,1.3049090478774880e-16,1.9358858005828301e-16,2.4832490180099195e-01,0.0000000000000000e+00,2.4832490581447339e-01,2.4832490581447339e-01,0.0000000000000000e+00,-5.4504414561307564e-32,1.9932947792344891e-09,1.9932947792344891e-09
3.5000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,2.3193480879977875e+02,1.0000000000000000e+00,True,1,1,4.6784623994380781e-17,1.4469122557564624e-16,2.0879663177438287e-01,0.0000000000000000e+00,2.0879663297263412e-01,2.0879663297263198e-01,0.0000000000000000e+00,-2.3124351800878135e-32,5.0038165277932478e-10,5.0038075766201118e-10
4.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,2.6976845926324154e+02,1.0000000000000002e+00,True,1,1,7.8143905806137771e-17,1.8153315075275444e-17,1.7509362594720920e-01,2.1073424255447017e-08,1.7509362800232564e-01,1.7509362800232628e-01,4.2606398048179567e-09,4.4408920985006271e-16,7.1967558301633261e-10,7.1967580506093753e-10
4.5000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,3.2051531473314151e+02,1.0000000000000000e+00,True,1,1,6.3060718169942985e-17,1.7126379380059907e-16,1.4674936542507500e-01,0.0000000000000000e+00,1.4674936567809807e-01,1.4674936567809732e-01,0.0000000000000000e+00,-3.3307941243083091e-32,7.4261954224885685e-11,7.4261732180280760e-11
5.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,3.9210568818811112e+02,1.0000000000000000e+00,True,1,1,6.9146816313998393e-17,1.6218398446076314e-16,1.2355010190904575e-01,0.0000000000000000e+00,1.2355010228253349e-01,1.2355010228253259e-01,0.0000000000000000e+00,-3.1084927021930896e-32,9.2288897010628368e-11,9.2288673231299967e-11
5.5000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,5.0015748704513817e+02,1.0000000000000000e+00,True,1,1,1.0781492123442768e-17,1.3719803587137091e-17,1.0524131264615717e-01,1.4901161193847656e-08,1.0524131330957083e-01,1.0524131330957083e-01,1.8108219077929946e-09,2.2204460492503131e-16,1.3963704845187941e-10,1.3963704845187941e-10
6.0000000000000000e+00,-4.0000000000000002e-01,5.2359877559829882e-01,6.8051919113145925e+02,1.0000000000000000e+00,True,1,1,2.4566526486074577e-17,6.9177187784610770e-17,9.1091166433538859e-02,0.0000000000000000e+00,9.1091166433537332e-02,9.1091166433539775e-02,0.0000000000000000e+00,-5.3889975333783051e-33,-2.7755575615628914e-16,1.6653345369377348e-16
1.0000000000000000e+00,-4.0000000000000002e-01,1.0471975511965976e+00,4.2153578625728011e+02,9.9999999999999978e-01,True,1,1,6.2202222103445834e-17,1.0419785093349332e-16,3.2634067562904373e-01,0.0000000000000000e+00,3.2634067626187763e-01,3.2634067626187763e-01,0.0000000000000000e+00,-1.4726308573764901e-32,4.1303888087540486e-10,4.1303888087540486e-10
1.5000000000000000e+00,-4.0000000000000002e-01,1.0471975511965976e+00,3.7944286004721619e+02,9.9999999999999978e-01,True,1,1,6.1583624841929218e-17,5.7729370721628552e-17,3.3075931148545118e-01,0.0000000000000000e+00,3.3075931262608926e-01,3.3075931262608926e-01,0.0000000000000000e+00,-7.1252230925867057e-33,7.5455333647944656e-10,7.5455333647944656e-10
2.0000000000000000e+00,-4.0000000000000002e-01,1.0471975511965976e+00,3.7056566446368606e+02,1.0000000000000000e+00,True,1,1,2.9282810523983062e-17,2.1357743571046185e-17,3.1729725059703490e-01,0.0000000000000000e+00,3.1729725240042767e-01,3.1729725240042800e-01,0.0000000000000000e+00,-1.3136362026300578e-33,1.1444231395874027e-09,1.1444233477542198e-09
2.5000000000000000e+00,-4.0000000000000002e-01,1.0471975511965976e+00,3.7632225550044342e+02,1.0000000000000000e+00,True,1,1,5.0316831342329039e-17,1.7173554511495263e-16,2.9677497508062156e-01,1.4901161193847656e-08,2.9677497798759833e-01,2.9677497798759833e-01,5.1064227053488818e-09,2.2204460492503128e-16,1.7254359330198810e-09,1.7254359330198810e-09
3.0000000000000000e+00,-4.0000000000000002e-01,1.0471975511965976e+00,3.9236289041313961e+02,1.0000000000000000e+00,True,1,1,8.2780883491230080e-17,2.8468386354536028e-16,2.7304325288726766e-01,2.1073424255447017e-08,2.7304325596893425e-01,2.7304325596893425e-01,6.6440965131561860e-09,4.4408920985006262e-16,1.6828565485571545e-09,1.6828565485571545e-09
3.5000000000000000e+00,-4.0000000000000002e-01,1.0471975511965976e+00,4.1860454793730582e+02,1.0000000000000000e+00,True,1,1,8.7156649977820320e-17,2.4758714080339031e-16,2.4776965876519297e-01,0.0000000000000000e+00,2.4776966008228204e-01,2.4776966008228160e-01,0.0000000000000000e+00,-6.8895673926554112e-32,6.5266942544939255e-10,6.5266920340478762e-10
4.0000000000000000e+00,-4.0000000000000002e-01,1.0471975511965976e+00,4.5742663422496526e+02,9.9999999999999989e-01,True,1,1,7.3217298889394325e-17,2.3304219622621548e-16,2.2180916291734867e-01,2.1073424255447017e-08,2.2180916679289134e-01,2.2180916679289084e-01,5.3973920961534368e-09,4.4408920985006262e-16,1.7192617676742294e-09,1.7192615456296245e-09
4.5000000000000000e+00,-4.0000000000000002e-01,1.0471975511965976e+00,5.1395682150984874e+02,1.0000000000000000e+00,True,1,1,5.8665253409748950e-17,2.2346111149566493e-16,1.9567702479799162e-01,1.4901161193847656e-08,1.9567702512183624e-01,1.9567702512183624e-01,3.3668930270766385e-09,2.2204460492503126e-16,1.2673790489303727e-10,1.2673790489303727e-10
5.0000000000000000e+00,-4.0000000000000002e-01,1.0471975511965976e+00,5.9799933287352792e+02,9.9999999999999978e-01,True,1,1,9.1664083561164260e-18,2.6089904382707850e-16,1.6972205272061539e-01,0.0000000000000000e+00,1.6972205395711570e-01,1.6972205395711507e-01,0.0000000000000000e+00,-6.8152334112034904e-32,4.1972274614221483e-10,4.1972252756705686e-10
5.5000000000000000e+00,-4.0000000000000002e-01,1.0471975511965976e+00,7.2938922539141060e+02,1.0000000000000000e+00,True,1,1,1.0272316731968729e-17,1.4091559381783734e-16,1.4416790277374469e-01,0.0000000000000000e+00,1.4416790424435574e-01,1.4416790424435730e-01,0.0000000000000000e+00,-1.9962725072075602e-32,4.2402982514122556e-10,4.2403027269988236e-10
6.0000000000000000e+00,-4.0000000000000002e-01,1.0471975511965976e+00,9.5430532875226731e+02,1.0000000000000000e+00,True,1,1,1.2613942032343763e-16,7.8658060760424426e-17,1.1904250343199164e-01,2.1073424255447017e-08,1.1904250425067588e-01,1.1904250425067961e-01,2.8967201007160009e-09,4.4408920985006271e-16,1.9491644236147021e-10,1.9491733053988991e-10
1.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,1.2677381562669580e+03,9.9999999999999978e-01,True,1,1,8.0272266160416750e-18,2.4883856753058062e-17,1.5715169453129862e-01,1.4901161193847656e-08,1.5715169699727485e-01,1.5715169699727696e-01,2.7040116359288312e-09,2.2204460492503131e-16,7.7506468951216156e-10,7.7506535217652939e-10
1.5000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,1.0212175085047793e+03,1.0000000000000000e+00,True,1,1,2.7900365713707381e-17,2.2888683496108819e-17,1.8380446663395916e-01,0.0000000000000000e+00,1.8380446663395869e-01,1.8380446663395869e-01,0.0000000000000000e+00,-1.3023222391436625e-33,-1.7347234759768071e-16,-1.7347234759768071e-16
2.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,9.1003462299133389e+02,1.0000000000000002e+00,True,1,1,2.8195930757188997e-17,6.0373413559640169e-17,1.9726280851167560e-01,0.0000000000000000e+00,1.9726280994882989e-01,1.9726280994882989e-01,0.0000000000000000e+00,-4.4399595761075404e-33,5.6699418077288399e-10,5.6699418077288399e-10
2.5000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.5653976787560453e+02,1.0000000000000000e+00,True,1,1,2.7529585867921533e-17,1.8993601646402540e-16,2.0233122136339116e-01,2.5809568279517847e-08,2.0233122276037591e-01,2.0233122276037591e-01,6.0299403253279784e-09,6.6613381477509383e-16,5.6530725933701120e-10,5.6530725933701120e-10
3.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.3691103704814054e+02,9.9999999999999989e-01,True,1,1,8.4625493318391132e-18,4.7524998249152328e-17,2.0141292387067578e-01,0.0000000000000000e+00,2.0141292528109625e-01,2.0141292528109514e-01,0.0000000000000000e+00,-2.3302401997757425e-33,5.6815382953878668e-10,5.6815337851068293e-10
3.5000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.4340996770645108e+02,1.0000000000000000e+00,True,1,1,1.6541199836564660e-17,4.9511140939451081e-17,1.9582297757131603e-01,0.0000000000000000e+00,1.9582297896683451e-01,1.9582297896683395e-01,0.0000000000000000e+00,-2.7249643691593555e-33,5.4654916703533729e-10,5.4654895192962627e-10
4.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,8.7572388965463267e+02,1.0000000000000000e+00,True,1,1,5.4228490003503716e-17,6.1680180142776172e-17,1.8633397346680255e-01,0.0000000000000000e+00,1.8633397582926081e-01,1.8633397582926081e-01,0.0000000000000000e+00,-6.7451737505054223e-33,8.8041247209291740e-10,8.8041247209291740e-10
4.5000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,9.3943157282869254e+02,9.9999999999999989e-01,True,1,1,6.1847785327820592e-17,1.5119491487250790e-16,1.7342391858281458e-01,0.0000000000000000e+00,1.7342391858281339e-01,1.7342391858281339e-01,0.0000000000000000e+00,-2.6685050833261088e-32,-4.1633363423443370e-16,-4.1633363423443370e-16
5.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,1.0482651989156072e+03,1.0000000000000000e+00,True,1,1,4.2927653845895928e-17,2.2951080813828872e-16,1.5739035910153459e-01,0.0000000000000000e+00,1.5739035953450181e-01,1.5739035953450112e-01,0.0000000000000000e+00,-5.4517994517003438e-32,1.3628972950208151e-10,1.3628951092692354e-10
5.5000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,1.2323737084296258e+03,1.0000000000000000e+00,True,1,1,3.3913181425252740e-17,2.1633816148037561e-17,1.3838631400142282e-01,0.0000000000000000e+00,1.3838631424816253e-01,1.3838631424816253e-01,0.0000000000000000e+00,-1.6181258755091982e-33,6.8290796628733830e-11,6.8290796628733830e-11
6.0000000000000000e+00,-4.0000000000000002e-01,1.5707963267948966e+00,1.5648803240273407e+03,1.0000000000000000e+00,True,1,1,6.6766514347661431e-17,1.0260012619935537e-16,1.1637454709962847e-01,0.0000000000000000e+00,1.1637454862666265e-01,1.1637454862665883e-01,0.0000000000000000e+00,-1.4984553334260127e-32,3.5541582524278859e-10,3.5541493706436889e-10
1.0000000000000000e+00,-4.0000000000000002e-01,2.0943951023931953e+00,4.3024990039403101e+03,1.0000000000000000e+00,True,1,1,7.3119889311315124e-18,2.7571358536445830e-17,6.1815449509436675e-02,0.0000000000000000e+00,6.1815450423292631e-02,6.1815450423296225e-02,0.0000000000000000e+00,-8.1364499367423408e-34,1.1298083432351169e-10,1.1298127841272154e-10
1.5000000000000000e+00,-4.0000000000000002e-01,2.0943951023931953e+00,2.8413312523421710e+03,1.0000000000000000e+00,True,1,1,5.5458510685539932e-18,2.2757853582040383e-17,8.8950667994645113e-02,0.0000000000000000e+00,8.8950667994644975e-02,8.8950667994644975e-02,0.0000000000000000e+00,-5.4867636373616974e-34,-2.6020852139652106e-17,-2.6020852139652106e-17
2.0000000000000000e+00,-4.0000000000000002e-01,2.0943951023931953e+00,2.2413077310093286e+03,1.0000000000000000e+00,True,1,1,7.9082543841456283e-18,4.4752230634929607e-17,1.0893353400716907e-01,1.4901161193847656e-08,1.0893353469490726e-01,1.0893353469490828e-01,1.8743516677582901e-09,2.2204460492503131e-16,1.4983550337965834e-10,1.4983572542426327e-10
2.5000000000000000e+00,-4.0000000000000002e-01,2.0943951023931953e+00,1.9385820336604390e+03,9.9999999999999989e-01,True,1,1,1.8910148138098012e-17,1.3235076807300818e-16,1.2290023551378089e-01,2.1073424255447017e-08,1.2290023717984494e-01,1.2290023717984765e-01,2.9905922230260927e-09,4.4408920985006271e-16,4.0951933164001808e-10,4.0951999603910938e-10
3.0000000000000000e+00,-4.0000000000000002e-01,2.0943951023931953e+00,1.7779682247875130e+03,1.0000000000000000e+00,True,1,1,1.1216422994989264e-17,4.3788489694055187e-17,1.3179180303866359e-01,0.0000000000000000e+00,1.3179180521610084e-01,1.3179180521609749e-01,0.0000000000000000e+00,-2.0432399744889013e-33,5.7393676963779505e-10,5.7393588492882230e-10
3.5000000000000000e+00,-4.0000000000000002e-01,2.0943951023931953e+00,1.7047960949449462e+03,1.0000000000000000e+00,True,1,1,1.5402159152318440e-17,1.3464962770903768e-16,1.3619678868361271e-01,0.0000000000000000e+00,1.3619679183323685e-01,1.3619679183323685e-01,0.0000000000000000e+00,-1.8367748748735798e-32,8.5793739820760884e-10,8.5793739820760884e-10
4.0000000000000000e+00,-4.0000000000000002e-01,2.0943951023931953e+00,1.7005114639129824e+03,9.9999999999999978e-01,True,1,1,1.1243597926648869e-17,1.8751966437011465e-17,1.3643922896642671e-01,0.0000000000000000e+00,1.3643923013190493e-01,1.3643923013190168e-01,0.0000000000000000e+00,-4.7805473959094720e-34,3.1803389782814051e-10,3.1803300964972081e-10
4.5000000000000000e+00,-4.0000000000000002e-01,2.0943951023931953e+00,1.7663214032691103e+03,1.0000000000000000e+00,True,1,1,3.2494205491745566e-17,1.5824087950910016e-16,1.3265549115035521e-01,0.0000000000000000e+00,1.3265549186610157e-01,1.3265549186610157e-01,0.0000000000000000e+00,-2.6096049338353345e-32,1.8989537026170566e-10,1.8989537026170566e-10
5.0000000000000000e+00,-4.0000000000000002e-01,2.0943951023931953e+00,1.9231570221846896e+03,1.0000000000000000e+00,True,1,1,1.9957026790919132e-17,2.1624733503702001e-16,1.2483678991837852e-01,0.0000000000000000e+00,1.2483679125092041e-01,1.2483679125092219e-01,0.0000000000000000e+00,-4.7161192828946646e-32,3.3270050603384504e-10,3.3270095012305489e-10
5.5000000000000000e+00,-4.0000000000000002e-01,2.0943951023931953e+00,2.2272295869712389e+03,1.0000000000000000e+00,True,1,1,6.4521820132485470e-17,1.5301916627556306e-16,1.1283381191559971e-01,0.0000000000000000e+00,1.1283381371354900e-01,1.1283381371354802e-01,0.0000000000000000e+00,-2.7577930520877225e-32,4.0573894591333648e-10,4.0573872386873155e-10
6.0000000000000000e+00,-4.0000000000000002e-01,2.0943951023931953e+00,2.8283061528395374e+03,1.0000000000000000e+00,True,1,1,3.0156582926104326e-17,1.7144246253011576e-16,9.6302816839404740e-02,2.1073424255447017e-08,9.6302817979716404e-02,9.6302817979715252e-02,2.3433840771479782e-09,4.4408920985006271e-16,2.1963045271355952e-10,2.1963023066895460e-10
1.0000000000000000e+00,-4.0000000000000002e-01,2.6179938779914940e+00,1.6252389627243505e+04,1.0000000000000000e+00,True,1,1,8.6209585515751675e-19,8.0121985180203267e-18,2.2248403239774082e-02,0.0000000000000000e+00,2.2248403550958605e-02,2.2248403550958605e-02,0.0000000000000000e+00,-6.4938534355646887e-35,1.3846717609317105e-11,1.3846717609317105e-11
1.5000000000000000e+00,-4.0000000000000002e-01,2.6179938779914940e+00,7.4565602134438031e+03,1.0000000000000000e+00,True,1,1,1.2679941221512826e-18,1.1128169788939365e-17,4.3856312826367483e-02,0.0000000000000000e+00,4.3856313170025786e-02,4.3856313170030851e-02,0.0000000000000000e+00,-1.2544397194527298e-34,3.0143172246449579e-11,3.0143616552499863e-11
2.0000000000000000e+00,-4.0000000000000002e-01,2.6179938779914940e+00,4.9612167731004211e+03,9.9999999999999978e-01,True,1,1,1.5102755082936279e-18,3.2472383621873603e-17,6.2812010151371223e-02,0.0000000000000000e+00,6.2812011204930754e-02,6.2812011204930754e-02,0.0000000000000000e+00,-1.0567366301970766e-33,1.3235238512793179e-10,1.3235238512793179e-10
2.5000000000000000e+00,-4.0000000000000002e-01,2.6179938779914940e+00,3.8863103810562584e+03,1.0000000000000000e+00,True,1,1,8.1778038895657758e-18,3.5228754501899984e-17,7.8051437558573578e-02,0.0000000000000000e+00,7.8051438556035482e-02,7.8051438556036912e-02,0.0000000000000000e+00,-1.3079416202113356e-33,1.5570667151465489e-10,1.5570689529398329e-10
3.0000000000000000e+00,-4.0000000000000002e-01,2.6179938779914940e+00,3.3417227079851373e+03,1.0000000000000000e+00,True,1,1,1.2186713228031848e-17,7.6348843420335123e-17,8.9503141422679733e-02,0.0000000000000000e+00,8.9503142140309883e-02,8.9503142140312353e-02,0.0000000000000000e+00,-5.9776618709251362e-33,1.2846030489344074e-10,1.2846074724792711e-10
3.5000000000000000e+00,-4.0000000000000002e-01,2.6179938779914940e+00,3.0656878108725605e+03,1.0000000000000002e+00,True,1,1,1.7173194410657248e-17,6.6082548979842048e-17,9.7219396330928728e-02,0.0000000000000000e+00,9.7219397036874405e-02,9.7219397036874405e-02,0.0000000000000000e+00,-4.6618218859394528e-33,1.3726322682650061e-10,1.3726322682650061e-10
4.0000000000000000e+00,-4.0000000000000002e-01,2.6179938779914940e+00,2.9671140480107892e+03,1.0000000000000000e+00,True,1,1,1.3619968802400299e-17,6.1017310529821572e-17,1.0118898973625361e-01,0.0000000000000000e+00,1.0118899018223017e-01,1.0118899018223126e-01,0.0000000000000000e+00,-3.9086157344710320e-33,9.0255835791253070e-11,9.0256057835857995e-11
4.5000000000000000e+00,-4.0000000000000002e-01,2.6179938779914940e+00,3.0254068240167408e+03,1.0000000000000002e+00,True,1,1,2.3356931290590909e-17,1.1251908321761848e-16,1.0129639265675087e-01,1.4901161193847656e-08,1.0129639375101075e-01,1.0129639375100857e-01,1.7429441257004727e-09,2.2204460492503128e-16,2.2168915661535671e-10,2.2168871599559381e-10
5.0000000000000000e+00,-4.0000000000000002e-01,2.6179938779914940e+00,3.2732931418085477e+03,1.0000000000000000e+00,True,1,1,4.8946636570275008e-17,1.4338297537624332e-16,9.7305802252166146e-02,0.0000000000000000e+00,9.7305802770617233e-02,9.7305802770612668e-02,0.0000000000000000e+00,-2.2954450859286980e-32,1.0089659836787224e-10,1.0089571018945254e-10
5.5000000000000000e+00,-4.0000000000000002e-01,2.6179938779914940e+00,3.8303467250499125e+03,9.9999999999999989e-01,True,1,1,1.2296447136162031e-16,1.7516803102290539e-16,8.8828822964896734e-02,0.0000000000000000e+00,8.8828825068669667e-02,8.8828825068670930e-02,0.0000000000000000e+00,-4.5804100309684282e-32,3.7375135104877888e-10,3.7375157656283076e-10
